"recipient","pic_seen","site_duration","spend","register"
2742,"Starting Line",18.61,13.1,0
2743,"Sharp Turn",11.4,20.02,0
2744,"Sharp Turn",10.8,18.42,0
2745,"Starting Line",26.21,14.4,0
2746,"Starting Line",31.71,12.6,1
2747,"Starting Line",21.31,14.4,0
2748,"Racers in Action",22.7,16.7,0
2749,"Racers in Action",21.4,15.7,1
2750,"Sharp Turn",11.4,18.42,1
2751,"Racers in Action",23.8,16.4,1
2752,"Starting Line",23.91,11.5,1
2753,"Racers in Action",23.2,17.6,0
2754,"Racers in Action",20.7,16,0
2755,"Racers in Action",24.4,17.8,0
2756,"Racers in Action",24.5,17.4,0
2757,"Starting Line",32.31,12.7,1
2758,"Starting Line",25.01,16.1,0
2759,"Starting Line",18.91,13.9,1
2760,"Racers in Action",23.4,16.5,0
2761,"Starting Line",30.41,17.6,1
2762,"Sharp Turn",10.8,19.32,1
2763,"Racers in Action",22.3,16.4,0
2764,"Starting Line",20.81,13.6,0
2765,"Sharp Turn",11,17.52,0
2766,"Sharp Turn",10.3,17.32,1
2767,"Starting Line",25.61,16.6,0
2768,"Racers in Action",22.1,15.3,1
2769,"Sharp Turn",10.9,14.42,0
2770,"Racers in Action",25.2,17.4,0
2771,"Starting Line",25.71,14.6,1
2772,"Starting Line",18.51,12.5,1
2773,"Starting Line",16.41,13.9,0
2774,"Sharp Turn",11.4,19.62,1
2775,"Starting Line",24.81,9.2,0
2776,"Racers in Action",22.2,17.8,0
2777,"Starting Line",30.61,10.3,1
2778,"Racers in Action",24,15.3,1
2779,"Sharp Turn",10.7,20.72,1
2780,"Racers in Action",25.3,16.4,1
2781,"Racers in Action",23.1,17.4,1
2782,"Sharp Turn",11.3,18.32,1
2783,"Sharp Turn",11.1,17.22,1
2784,"Racers in Action",21.7,15.2,1
2785,"Starting Line",28.41,14.9,0
2786,"Starting Line",32.31,14,0
2787,"Sharp Turn",11.3,16.82,0
2788,"Starting Line",23.21,13.3,1
2789,"Starting Line",26.61,9.8,0
2790,"Starting Line",25.11,13.6,0
2791,"Sharp Turn",10.1,20.82,1
2792,"Sharp Turn",11.1,21.72,1
2793,"Racers in Action",20.8,17.1,0
2794,"Racers in Action",25.6,16,0
2795,"Starting Line",23.41,17.8,1
2796,"Racers in Action",20.9,15.9,1
2797,"Starting Line",24.61,16.6,1
2798,"Starting Line",23.91,11.1,0
2799,"Starting Line",25.11,14.7,0
2800,"Sharp Turn",10.6,19.32,0
2801,"Sharp Turn",11,18.22,1
2802,"Racers in Action",27.4,17.1,1
2803,"Racers in Action",23.8,15.3,0
2804,"Racers in Action",24.4,17.7,1
2805,"Racers in Action",23,16,1
2806,"Racers in Action",22.2,17.5,1
2807,"Sharp Turn",11.4,17.72,0
2808,"Sharp Turn",11.2,20.22,0
2809,"Starting Line",19.81,12.8,1
2810,"Starting Line",30.71,15.3,0
2811,"Starting Line",24.51,13.1,0
2812,"Racers in Action",22.9,16.9,1
2813,"Starting Line",18.31,15,0
2814,"Sharp Turn",11.5,16.22,1
2815,"Starting Line",28.91,18.3,0
2816,"Sharp Turn",11.4,20.32,0
2817,"Sharp Turn",10.6,22.32,0
2818,"Racers in Action",24.2,16.2,0
2819,"Racers in Action",23.6,16.8,0
2820,"Sharp Turn",11,20.42,0
2821,"Starting Line",27.11,15.3,0
2822,"Racers in Action",22.7,16.2,0
2823,"Racers in Action",23.7,17.2,0
2824,"Starting Line",28.31,14.1,1
2825,"Sharp Turn",11.2,18.82,1
2826,"Racers in Action",26,17.1,0
2827,"Starting Line",28.21,14.1,1
2828,"Starting Line",21.01,16.8,0
2829,"Sharp Turn",10.7,13.92,0
2830,"Starting Line",26.81,14.9,0
2831,"Starting Line",16.11,16.4,0
2832,"Sharp Turn",11,23.22,0
2833,"Racers in Action",20.2,17.7,1
2834,"Racers in Action",26.1,16.9,0
2835,"Racers in Action",23.4,16.7,1
2836,"Racers in Action",23.7,17,0
2837,"Racers in Action",22.8,18.8,0
2838,"Racers in Action",23.2,16.3,1
2839,"Starting Line",22.91,10.8,0
2840,"Starting Line",20.31,13.7,0
2841,"Starting Line",28.31,14.7,0
2842,"Sharp Turn",11.4,20.52,1
2843,"Racers in Action",22.4,16,1
2844,"Racers in Action",19.5,16.7,1
2845,"Racers in Action",22.1,15.4,0
2846,"Sharp Turn",10.9,20.02,1
2847,"Racers in Action",22,17.4,1
2848,"Sharp Turn",11.1,20.42,0
2849,"Sharp Turn",11.2,16.42,0
2850,"Starting Line",31.41,16.1,0
2851,"Racers in Action",21.6,17.2,1
2852,"Sharp Turn",10.4,18.12,0
2853,"Racers in Action",24.5,17.2,0
2854,"Starting Line",33.11,11.8,0
2855,"Starting Line",28.41,13.9,0
2856,"Starting Line",19.91,16.1,1
2857,"Starting Line",25.91,15.9,0
2858,"Racers in Action",22.1,15.4,1
2859,"Racers in Action",24.5,17.1,0
2860,"Racers in Action",23.4,15.7,0
2861,"Sharp Turn",11.1,19.62,0
2862,"Sharp Turn",9.9,19.52,1
2863,"Racers in Action",25,18,1
2864,"Starting Line",22.11,11.1,0
2865,"Racers in Action",23.5,16.7,0
2866,"Sharp Turn",11,20.82,0
2867,"Sharp Turn",11.4,16.42,0
2868,"Sharp Turn",10.5,19.22,0
2869,"Starting Line",20.71,14.6,0
2870,"Starting Line",18.11,15.8,0
2871,"Starting Line",21.11,16,0
2872,"Sharp Turn",10.6,19.52,0
2873,"Sharp Turn",10.7,13.42,1
2874,"Racers in Action",24.1,17.1,1
2875,"Sharp Turn",11.4,20.92,0
2876,"Racers in Action",24.5,17.4,1
2877,"Sharp Turn",11.6,16.52,1
2878,"Starting Line",21.81,13.7,0
2879,"Sharp Turn",10.8,15.82,1
2880,"Starting Line",28.01,10.7,1
2881,"Starting Line",20.41,12.9,0
2882,"Racers in Action",22.9,17.6,1
2883,"Racers in Action",22.4,17.8,1
2884,"Starting Line",30.51,13.8,1
2885,"Starting Line",23.51,13.4,0
2886,"Sharp Turn",11.7,18.52,1
2887,"Starting Line",24.51,10.9,0
2888,"Racers in Action",19.4,17.4,0
2889,"Sharp Turn",11.6,17.42,1
2890,"Racers in Action",27.5,16.6,0
2891,"Racers in Action",20.6,17.9,0
2892,"Racers in Action",23.6,18.2,0
2893,"Starting Line",24.51,12,0
2894,"Starting Line",19.41,11.6,1
2895,"Starting Line",26.31,13.2,0
2896,"Starting Line",28.51,13.1,0
2897,"Sharp Turn",11.2,20.72,0
2898,"Sharp Turn",10.5,15.82,0
2899,"Starting Line",33.21,15.8,0
2900,"Starting Line",16.01,14.4,0
2901,"Racers in Action",24.1,15.5,0
2902,"Sharp Turn",11.8,19.62,0
2903,"Starting Line",26.41,9.8,0
2904,"Sharp Turn",10.6,19.82,1
2905,"Starting Line",29.11,12.8,1
2906,"Racers in Action",18.3,17.2,1
2907,"Starting Line",19.61,13.6,1
2908,"Sharp Turn",10.5,19.92,1
2909,"Racers in Action",23.6,16,1
2910,"Racers in Action",20.2,17.5,1
2911,"Racers in Action",21.2,15.9,1
2912,"Racers in Action",28.3,16.2,1
2913,"Starting Line",25.91,13.3,0
2914,"Racers in Action",21.9,16.2,0
2915,"Sharp Turn",11.1,21.52,0
2916,"Sharp Turn",10.5,16.22,1
2917,"Sharp Turn",10.6,18.72,0
2918,"Sharp Turn",11.5,18.42,0
2919,"Starting Line",26.01,17.4,0
2920,"Racers in Action",22.2,16,0
2921,"Starting Line",28.21,12.6,1
2922,"Sharp Turn",10.9,19.52,0
2923,"Racers in Action",21,17.2,1
2924,"Racers in Action",25.7,17.4,1
2925,"Racers in Action",19.9,17.2,0
2926,"Sharp Turn",10.5,18.72,0
2927,"Racers in Action",22,18.6,0
2928,"Racers in Action",19.3,18,1
2929,"Sharp Turn",11,19.52,0
2930,"Racers in Action",25.2,16.6,0
2931,"Racers in Action",18.7,16,1
2932,"Sharp Turn",11.8,15.72,0
2933,"Racers in Action",23.7,17.3,1
2934,"Starting Line",22.61,15.1,1
2935,"Sharp Turn",10.1,18.92,0
2936,"Racers in Action",20.1,17.3,1
2937,"Sharp Turn",11.6,17.12,0
2938,"Starting Line",30.21,13.7,1
2939,"Sharp Turn",10.6,21.52,1
2940,"Starting Line",23.41,11.9,0
2941,"Sharp Turn",11.9,20.12,0
2942,"Starting Line",24.31,14.7,0
2943,"Starting Line",22.31,10.5,0
2944,"Sharp Turn",11.6,16.92,0
2945,"Sharp Turn",11.1,22.22,0
2946,"Starting Line",25.41,16.9,0
2947,"Sharp Turn",10,15.32,0
2948,"Sharp Turn",11.6,21.22,0
2949,"Sharp Turn",10.7,20.02,1
2950,"Racers in Action",22.7,17,0
2951,"Starting Line",28.91,15.1,0
2952,"Sharp Turn",10.7,21.42,1
2953,"Racers in Action",23,16,0
2954,"Sharp Turn",10.9,15.52,1
2955,"Sharp Turn",11.1,19.82,0
2956,"Starting Line",28.51,13.2,0
2957,"Racers in Action",21.7,15.3,1
2958,"Racers in Action",22.5,16.5,0
2959,"Starting Line",20.31,9.6,0
2960,"Starting Line",19.91,14.3,0
2961,"Racers in Action",24.4,16.8,1
2962,"Sharp Turn",10,18.42,0
2963,"Racers in Action",24.7,16.5,1
2964,"Sharp Turn",11.8,15.92,0
2965,"Starting Line",27.11,11.5,0
2966,"Sharp Turn",10.6,18.42,0
2967,"Starting Line",20.91,15.3,1
2968,"Starting Line",25.91,12.6,1
2969,"Sharp Turn",10.4,16.72,0
2970,"Racers in Action",24.6,16.6,0
2971,"Starting Line",32.51,14.9,1
2972,"Starting Line",23.41,13.1,0
2973,"Starting Line",26.71,10.8,1
2974,"Starting Line",26.81,14.1,0
2975,"Starting Line",24.41,14,0
2976,"Sharp Turn",12.4,15.92,1
2977,"Sharp Turn",11.6,19.92,0
2978,"Sharp Turn",11.4,15.42,0
2979,"Starting Line",21.41,11.8,1
2980,"Sharp Turn",10.3,19.92,0
2981,"Sharp Turn",10.8,19.92,1
2982,"Sharp Turn",11,19.42,0
2983,"Racers in Action",24.2,16.9,0
2984,"Starting Line",23.71,13.6,0
2985,"Starting Line",26.91,7.4,0
2986,"Starting Line",24.01,10.9,0
2987,"Racers in Action",25.3,15.2,0
2988,"Starting Line",24.61,15.2,1
2989,"Sharp Turn",10.9,15.62,1
2990,"Racers in Action",24.5,16.1,1
2991,"Starting Line",21.51,13.9,1
2992,"Racers in Action",24.5,17,1
2993,"Racers in Action",23.5,17.8,0
2994,"Racers in Action",22.6,17.2,1
2995,"Starting Line",29.41,19.2,0
2996,"Racers in Action",23.3,17.1,0
2997,"Racers in Action",25.5,19,1
2998,"Starting Line",24.01,16.5,1
2999,"Sharp Turn",10.7,19.12,0
3000,"Starting Line",18.81,13.7,1
3001,"Sharp Turn",11.8,17.92,0
3002,"Racers in Action",22.2,17.3,0
3003,"Racers in Action",25.5,17.9,1
3004,"Starting Line",20.31,10.2,1
3005,"Sharp Turn",11,18.52,0
3006,"Racers in Action",25,16.3,0
3007,"Starting Line",23.21,14,1
3008,"Starting Line",25.81,14.2,0
3009,"Sharp Turn",11.3,13.82,0
3010,"Racers in Action",22,15.9,1
3011,"Racers in Action",18.8,16.4,0
3012,"Starting Line",19.81,16.3,0
3013,"Starting Line",18.81,16.4,0
3014,"Starting Line",24.31,13.5,1
3015,"Racers in Action",22.8,14.6,0
3016,"Racers in Action",21.7,16.4,1
3017,"Racers in Action",21.8,18.1,0
3018,"Starting Line",29.21,14,0
3019,"Starting Line",22.51,20.9,0
3020,"Starting Line",28.61,11.8,0
3021,"Sharp Turn",11.3,17.62,0
3022,"Starting Line",25.71,16.4,0
3023,"Sharp Turn",11.1,18.62,0
3024,"Starting Line",27.71,13.6,0
3025,"Racers in Action",23.1,17.3,1
3026,"Racers in Action",18.8,15.7,0
3027,"Sharp Turn",11.4,11.72,1
3028,"Racers in Action",24.4,17.5,0
3029,"Sharp Turn",11.2,18.22,0
3030,"Sharp Turn",11.4,21.02,0
3031,"Sharp Turn",11,15.02,1
3032,"Racers in Action",24.9,17,0
3033,"Starting Line",17.41,13.9,0
3034,"Starting Line",22.71,14.7,0
3035,"Racers in Action",25.1,16.6,1
3036,"Starting Line",23.41,16.9,1
3037,"Racers in Action",23.8,16.5,1
3038,"Racers in Action",23.6,15.8,1
3039,"Starting Line",24.61,10.6,0
3040,"Racers in Action",20.7,17.1,1
3041,"Racers in Action",20.2,15.3,0
3042,"Racers in Action",21.6,17.2,0
3043,"Racers in Action",21.2,16.9,0
3044,"Starting Line",26.01,11.7,1
3045,"Starting Line",27.81,15.9,0
3046,"Sharp Turn",11.5,18.62,0
3047,"Racers in Action",23.8,17.7,1
3048,"Racers in Action",26.1,17,1
3049,"Racers in Action",19.6,16.2,1
3050,"Racers in Action",21,16.1,0
3051,"Starting Line",19.51,14.2,1
3052,"Racers in Action",26.8,16.5,1
3053,"Sharp Turn",11.2,19.42,0
3054,"Racers in Action",21.7,14.9,0
3055,"Sharp Turn",10.9,11.72,0
3056,"Racers in Action",22.9,16.5,0
3057,"Starting Line",21.31,14,0
3058,"Sharp Turn",11,16.02,0
3059,"Racers in Action",26.5,16.8,0
3060,"Racers in Action",21.7,18.4,0
3061,"Racers in Action",20.8,17.1,1
3062,"Starting Line",25.61,11.3,0
3063,"Starting Line",24.11,11.4,1
3064,"Sharp Turn",10.6,13.02,0
3065,"Starting Line",30.31,15.1,1
3066,"Racers in Action",26,16.2,0
3067,"Starting Line",29.21,15.9,1
3068,"Racers in Action",25.8,18.5,0
3069,"Sharp Turn",11.1,21.82,1
3070,"Sharp Turn",10.9,24.72,0
3071,"Starting Line",26.61,16.5,1
3072,"Sharp Turn",11.1,16.42,0
3073,"Sharp Turn",11.3,16.22,1
3074,"Racers in Action",21.3,18.2,0
3075,"Starting Line",29.01,14.5,1
3076,"Sharp Turn",10.7,20.72,0
3077,"Starting Line",27.61,12.9,1
3078,"Sharp Turn",11,22.32,1
3079,"Sharp Turn",10.6,16.72,1
3080,"Racers in Action",19,15.6,1
3081,"Racers in Action",23.3,15.5,1
3082,"Sharp Turn",10.8,15.42,1
3083,"Sharp Turn",11.1,15.42,1
3084,"Sharp Turn",11.6,19.42,1
3085,"Starting Line",21.81,15.6,0
3086,"Sharp Turn",10.3,21.22,0
3087,"Racers in Action",22.5,17,0
3088,"Racers in Action",26,17,0
3089,"Starting Line",24.01,14.7,0
3090,"Racers in Action",24,18.5,0
3091,"Racers in Action",21.3,18,1
3092,"Starting Line",20.31,16.8,1
3093,"Racers in Action",21.8,16.2,0
3094,"Sharp Turn",11.8,19.82,0
3095,"Sharp Turn",11.6,16.72,0
3096,"Racers in Action",20.1,18,0
3097,"Racers in Action",27.8,17.6,0
3098,"Racers in Action",22,17.9,0
3099,"Racers in Action",23.1,16.9,1
3100,"Sharp Turn",10.8,20.32,0
3101,"Starting Line",24.81,14.6,0
3102,"Starting Line",27.41,13.3,0
3103,"Racers in Action",22.4,15.8,1
3104,"Sharp Turn",11.4,21.42,1
3105,"Sharp Turn",11.1,21.52,0
3106,"Starting Line",25.01,15.2,1
3107,"Racers in Action",22.6,17.5,0
3108,"Starting Line",18.91,11.7,0
3109,"Sharp Turn",11.1,12.92,0
3110,"Starting Line",24.31,13.3,0
3111,"Racers in Action",25.6,16.3,1
3112,"Racers in Action",23.2,16.5,0
3113,"Starting Line",25.21,13.3,1
3114,"Starting Line",21.61,13.6,1
3115,"Sharp Turn",11,15.72,0
3116,"Starting Line",19.61,11.5,0
3117,"Sharp Turn",12.7,14.62,0
3118,"Starting Line",25.61,17.9,1
3119,"Starting Line",28.01,14.8,0
3120,"Starting Line",22.91,12.8,0
3121,"Starting Line",21.11,16.1,0
3122,"Sharp Turn",11,20.52,0
3123,"Sharp Turn",11,20.52,0
3124,"Sharp Turn",11.5,17.22,0
3125,"Starting Line",22.21,14.9,1
3126,"Sharp Turn",11.4,18.22,0
3127,"Racers in Action",23.1,17.5,0
3128,"Sharp Turn",10.1,20.42,1
3129,"Starting Line",24.01,13.3,0
3130,"Racers in Action",22.3,16.9,1
3131,"Sharp Turn",11.3,17.72,0
3132,"Sharp Turn",10.2,19.62,0
3133,"Starting Line",24.81,11.7,0
3134,"Racers in Action",23.9,17.6,1
3135,"Starting Line",21.11,14.2,0
3136,"Racers in Action",25.7,16.4,1
3137,"Sharp Turn",11.5,20.42,0
3138,"Sharp Turn",10.9,18.12,1
3139,"Racers in Action",20.4,15.3,0
3140,"Racers in Action",23.8,16.9,0
3141,"Sharp Turn",11.2,16.62,1
3142,"Sharp Turn",11,20.82,0
3143,"Racers in Action",22.8,15.6,0
3144,"Starting Line",22.61,13.1,0
3145,"Sharp Turn",10.2,21.82,0
3146,"Racers in Action",23.9,16.6,1
3147,"Racers in Action",24.4,15.8,0
3148,"Starting Line",21.71,13,0
3149,"Sharp Turn",10.8,13.72,0
3150,"Starting Line",24.41,15.6,1
3151,"Sharp Turn",10.2,18.62,0
3152,"Racers in Action",24.4,17.4,1
3153,"Starting Line",28.41,12.2,0
3154,"Starting Line",31.21,13.4,0
3155,"Starting Line",20.21,14.7,0
3156,"Sharp Turn",9.9,19.72,1
3157,"Sharp Turn",10.5,18.62,0
3158,"Starting Line",23.11,14.1,0
3159,"Starting Line",18.91,13.7,0
3160,"Racers in Action",19.8,16.9,1
3161,"Starting Line",24.91,13.1,0
3162,"Starting Line",23.11,15,1
3163,"Starting Line",30.21,11.2,0
3164,"Sharp Turn",11.5,13.72,0
3165,"Starting Line",20.81,17.6,0
3166,"Racers in Action",23.8,16.7,0
3167,"Starting Line",26.61,15.7,0
3168,"Racers in Action",24.7,17.5,1
3169,"Racers in Action",24.2,17.8,1
3170,"Racers in Action",26.4,16.6,1
3171,"Sharp Turn",12.6,20.52,0
3172,"Racers in Action",20.7,17.5,0
3173,"Sharp Turn",10.5,18.22,0
3174,"Sharp Turn",11.1,19.62,0
3175,"Sharp Turn",11,21.62,0
3176,"Sharp Turn",10.4,23.52,1
3177,"Sharp Turn",11.7,19.22,1
3178,"Racers in Action",19.7,16.7,0
3179,"Sharp Turn",11.3,21.62,1
3180,"Sharp Turn",11.4,18.12,0
3181,"Starting Line",23.51,14.9,0
3182,"Racers in Action",18.1,18.2,1
3183,"Starting Line",29.61,16.1,0
3184,"Starting Line",26.71,13.2,0
3185,"Sharp Turn",11,20.52,0
3186,"Sharp Turn",11.4,16.42,1
3187,"Racers in Action",23.5,15.7,1
3188,"Racers in Action",23.7,15.4,0
3189,"Racers in Action",24.3,17.1,0
3190,"Sharp Turn",10.8,19.62,1
3191,"Starting Line",23.11,11.2,0
3192,"Sharp Turn",11.3,20.42,0
3193,"Racers in Action",25.8,17.5,0
3194,"Sharp Turn",10.3,19.42,1
3195,"Sharp Turn",10.9,15.12,0
3196,"Starting Line",26.01,16.2,0
3197,"Starting Line",24.01,13.5,1
3198,"Sharp Turn",10.5,15.82,1
3199,"Racers in Action",19.9,16.8,1
3200,"Sharp Turn",10.7,17.52,1
3201,"Sharp Turn",10.9,18.52,1
3202,"Starting Line",18.31,13.2,0
3203,"Starting Line",28.51,13.7,1
3204,"Starting Line",26.31,11.7,1
3205,"Sharp Turn",11.1,16.22,0
3206,"Sharp Turn",10.4,16.72,1
3207,"Racers in Action",22.1,17.7,0
3208,"Racers in Action",23.6,16.2,1
3209,"Sharp Turn",11.4,19.02,0
3210,"Racers in Action",19.1,16.4,1
3211,"Starting Line",22.71,13.9,0
3212,"Racers in Action",26.9,17.5,1
3213,"Racers in Action",21.6,17.9,0
3214,"Starting Line",33.31,10.1,0
3215,"Racers in Action",23.5,17.1,0
3216,"Starting Line",24.51,11,1
3217,"Sharp Turn",11.2,17.52,0
3218,"Starting Line",27.01,17.8,0
3219,"Racers in Action",19.3,16.3,1
3220,"Sharp Turn",10.6,17.52,0
3221,"Racers in Action",21.1,17.9,1
3222,"Sharp Turn",10.8,18.22,0
3223,"Racers in Action",25,16.1,0
3224,"Sharp Turn",10.9,17.92,0
3225,"Racers in Action",22.5,17.9,1
3226,"Sharp Turn",11.5,18.72,0
3227,"Racers in Action",21.5,17.7,0
3228,"Sharp Turn",10.9,15.32,0
3229,"Starting Line",24.41,14.4,1
3230,"Sharp Turn",10.2,16.02,0
3231,"Sharp Turn",11.1,22.62,0
3232,"Starting Line",25.01,13.9,1
3233,"Racers in Action",22.8,16.5,1
3234,"Starting Line",27.91,11.6,1
3235,"Racers in Action",22.6,17.1,0
3236,"Racers in Action",30.6,16.4,0
3237,"Starting Line",28.11,10.4,0
3238,"Starting Line",23.11,16.7,0
3239,"Starting Line",26.11,12.9,1
3240,"Racers in Action",21.3,16.5,0
3241,"Starting Line",19.41,11.1,0
3242,"Racers in Action",21.7,16.2,1
3243,"Starting Line",19.91,8.8,0
3244,"Sharp Turn",11.8,19.72,0
3245,"Starting Line",18.41,17,1
3246,"Starting Line",24.31,11.3,0
3247,"Racers in Action",21.7,16.4,0
3248,"Starting Line",24.11,12.9,0
3249,"Sharp Turn",11.1,19.02,0
3250,"Racers in Action",21,16.2,1
3251,"Starting Line",23.01,13.5,0
3252,"Racers in Action",24.8,16.5,0
3253,"Racers in Action",20.9,16,1
3254,"Racers in Action",21.8,16.2,0
3255,"Starting Line",21.21,12.8,0
3256,"Racers in Action",23.4,14.8,1
3257,"Sharp Turn",10.8,16.92,1
3258,"Racers in Action",23.4,18.5,0
3259,"Sharp Turn",10.7,24.42,0
3260,"Racers in Action",21.8,15.4,0
3261,"Starting Line",25.21,14.8,1
3262,"Sharp Turn",10.9,21.12,0
3263,"Racers in Action",21,18.2,1
3264,"Sharp Turn",10.6,15.22,0
3265,"Sharp Turn",10.8,21.62,0
3266,"Starting Line",24.91,16.5,1
3267,"Starting Line",18.21,15.6,0
3268,"Sharp Turn",11.5,19.12,0
3269,"Racers in Action",22.3,16.6,0
3270,"Sharp Turn",10.2,16.72,0
3271,"Starting Line",24.81,13,0
3272,"Sharp Turn",10.7,18.52,0
3273,"Racers in Action",24.5,16.4,0
3274,"Starting Line",26.71,14.7,0
3275,"Sharp Turn",11.2,12.72,0
3276,"Starting Line",28.21,18.2,0
3277,"Sharp Turn",11.2,16.62,0
3278,"Racers in Action",24.2,16,0
3279,"Racers in Action",26.2,16.4,0
3280,"Sharp Turn",10.9,20.22,1
3281,"Racers in Action",20.1,17.8,1
3282,"Racers in Action",19.9,17,1
3283,"Starting Line",16.41,16,0
3284,"Racers in Action",23.4,19.1,1
3285,"Sharp Turn",11.2,20.72,1
3286,"Racers in Action",21.4,15.6,0
3287,"Sharp Turn",10.6,17.02,0
3288,"Racers in Action",21.9,16.5,0
3289,"Starting Line",26.51,16,0
3290,"Sharp Turn",10.9,17.42,0
3291,"Starting Line",25.51,10.8,0
3292,"Sharp Turn",11,18.62,0
3293,"Sharp Turn",10.7,17.02,1
3294,"Sharp Turn",10,16.02,0
3295,"Starting Line",15.51,16.8,0
3296,"Starting Line",22.01,12.4,0
3297,"Starting Line",22.71,14.1,0
3298,"Racers in Action",21.6,16,0
3299,"Sharp Turn",11.4,19.82,0
3300,"Racers in Action",21.4,16.3,0
3301,"Racers in Action",23,16.9,0
3302,"Sharp Turn",11.1,16.42,1
3303,"Racers in Action",19.9,19.2,1
3304,"Sharp Turn",11.4,17.62,0
3305,"Sharp Turn",11,16.02,1
3306,"Racers in Action",25.9,16.6,0
3307,"Sharp Turn",10.8,20.02,0
3308,"Starting Line",27.01,17.9,1
3309,"Starting Line",23.51,15.8,0
3310,"Starting Line",25.61,14.6,0
3311,"Starting Line",27.91,12.8,1
3312,"Racers in Action",17.9,16.7,1
3313,"Sharp Turn",11.3,14.82,0
3314,"Starting Line",23.61,14.9,0
3315,"Starting Line",33.41,15.5,0
3316,"Racers in Action",23,16.6,0
3317,"Starting Line",21.51,15.7,0
3318,"Sharp Turn",11.2,18.82,1
3319,"Racers in Action",22.1,15,0
3320,"Racers in Action",23.6,17.4,0
3321,"Racers in Action",25.4,16,1
3322,"Starting Line",24.21,12.6,1
3323,"Sharp Turn",10.4,18.52,0
3324,"Sharp Turn",11.2,20.72,1
3325,"Starting Line",21.81,12.3,0
3326,"Starting Line",21.91,12.9,1
3327,"Sharp Turn",11.3,15.62,0
3328,"Sharp Turn",10.1,18.42,1
3329,"Sharp Turn",11.8,21.52,0
3330,"Sharp Turn",11.5,21.12,1
3331,"Sharp Turn",10.7,24.22,1
3332,"Racers in Action",19.9,17.5,0
3333,"Racers in Action",22.4,16.1,1
3334,"Sharp Turn",11.9,16.52,1
3335,"Racers in Action",20.4,16.3,0
3336,"Racers in Action",26.3,16.6,0
3337,"Racers in Action",21.1,17.6,0
3338,"Starting Line",19.51,13.7,1
3339,"Sharp Turn",11.4,13.02,1
3340,"Sharp Turn",11.6,16.22,0
3341,"Racers in Action",23.1,16.9,0
3342,"Sharp Turn",10.7,18.02,0
3343,"Racers in Action",24.4,17.4,0
3344,"Sharp Turn",11.1,18.82,1
3345,"Sharp Turn",11.2,15.72,0
3346,"Sharp Turn",10.9,16.12,0
3347,"Racers in Action",20.9,14.9,0
3348,"Starting Line",26.11,17.6,0
3349,"Starting Line",23.81,15.9,0
3350,"Starting Line",22.21,13.4,1
3351,"Starting Line",26.51,17.2,0
3352,"Starting Line",24.91,13.5,0
3353,"Starting Line",23.91,13.5,1
3354,"Sharp Turn",10.9,13.92,0
3355,"Racers in Action",24.2,15.5,1
3356,"Starting Line",34.01,19.6,0
3357,"Sharp Turn",10.4,20.22,0
3358,"Starting Line",26.11,15.8,0
3359,"Racers in Action",22.5,16.2,1
3360,"Sharp Turn",10.3,17.62,1
3361,"Starting Line",28.41,13.1,1
3362,"Sharp Turn",10.8,21.82,0
3363,"Racers in Action",24.9,16.7,0
3364,"Starting Line",24.61,12.1,0
3365,"Starting Line",24.51,18.6,1
3366,"Racers in Action",22.9,17.2,1
3367,"Racers in Action",22.3,16.3,1
3368,"Sharp Turn",11.8,19.52,1
3369,"Starting Line",21.81,14,1
3370,"Sharp Turn",9.9,19.82,0
3371,"Racers in Action",19.3,16.9,0
3372,"Racers in Action",22.5,15.6,1
3373,"Sharp Turn",11.5,18.72,0
3374,"Sharp Turn",10,21.22,1
3375,"Sharp Turn",10.8,16.02,0
3376,"Racers in Action",21.6,14.9,1
3377,"Starting Line",24.41,14.6,0
3378,"Sharp Turn",11.4,17.62,0
3379,"Racers in Action",22,17.2,0
3380,"Racers in Action",22.2,16.6,0
3381,"Sharp Turn",10.7,20.62,0
3382,"Starting Line",20.81,16.9,0
3383,"Starting Line",27.01,13.3,0
3384,"Starting Line",17.81,15.7,0
3385,"Racers in Action",21,16.2,0
3386,"Sharp Turn",11.3,15.32,0
3387,"Sharp Turn",11.5,19.32,0
3388,"Starting Line",24.61,13.3,1
3389,"Sharp Turn",11.1,21.12,0
3390,"Racers in Action",20.2,16.6,1
3391,"Racers in Action",21.1,17.1,1
3392,"Racers in Action",19.9,17.1,1
3393,"Racers in Action",23,17.2,0
3394,"Racers in Action",23.5,17.4,1
3395,"Sharp Turn",10.3,18.92,1
3396,"Sharp Turn",11.8,19.12,1
3397,"Starting Line",23.61,16.8,0
3398,"Sharp Turn",10.9,18.82,1
3399,"Starting Line",14.71,20.5,0
3400,"Racers in Action",22.9,17.5,0
