"householdID","est_inc_USD","est_netw_USD","hhold_field","hhold_oldest","hhold_pax","hhold_youngest","homeState","hhold_car","stream_subs","primary"
2746,98831,397824,"Education",48,7,13,"Massachusetts","SUV",1,"0"
2771,66028,440442,"Education",54,3,16,"Maine","SUV",1,"0"
2774,120563,523583,"Govt",52,6,15,"New York","SUV",1,"1"
2775,76069,426104,"Education",48,3,18,"Quebec","SUV",3,"0"
2776,89788,559912,"Govt",48,3,14,"New York","LuxurySedan",2,"0"
2784,87487,361392,"Tech",49,5,13,"Ontario","SUV",1,"0"
2788,107796,555547,"Education",52,3,19,"Maine","SUV",2,"0"
2789,122250,500512,"Govt",55,5,16,"New York","SUV",3,"0"
2802,145100,630277,"Education",48,3,15,"New Hampshire","SUV",3,"0"
2803,121010,467542,"Tech",57,3,10,"Maine","Compact/Hybrid",3,"0"
2806,44658,315864,"Services",49,4,12,"Maine","LuxurySedan",1,"0"
2808,92463,438648,"Education",54,2,13,"Ontario","Compact/Hybrid",3,"0"
2826,72567,462159,"Education",53,5,22,"Maine","Pickup",3,"0"
2843,78042,463770,"Finance",48,5,19,"New York","LuxurySedan",2,"0"
2846,89430,353310,"Manufacturing",53,4,14,"Maine","Compact/Hybrid",3,"0"
2855,71487,502436,"Services",49,6,15,"Maine","Compact/Hybrid",3,"0"
2856,103427,518492,"Tech",48,4,15,"Maine","LuxurySedan",2,"0"
2863,66659,436639,"Govt",50,2,16,"Maine","LuxurySedan",2,"0"
2873,98546,463408,"Govt",53,3,7,"Maine","Pickup",3,"0"
2880,73428,464455,"Govt",53,4,14,"Maine","Compact/Hybrid",1,"0"
2885,76609,392256,"Tech",51,7,15,"Maine","Compact/Hybrid",3,"0"
2894,101771,407465,"Tech",49,5,7,"Maine","SUV",2,"0"
2898,69895,300207,"Finance",53,3,18,"Maine","Pickup",0,"0"
2899,100507,495401,"Education",48,5,15,"Maine","Sedan",0,"0"
2900,85301,477769,"Manufacturing",48,5,15,"New Hampshire","SUV",1,"1"
2910,92469,540056,"Education",49,2,15,"New Hampshire","",2,"1"
2919,92223,483488,"Finance",49,3,11,"Massachusetts","LuxurySedan",1,"1"
2921,84056,477757,"Education",50,6,12,"Maine","Compact/Hybrid",2,"0"
2928,59515,332318,"Education",57,7,12,"Maine","LuxurySedan",3,"1"
2949,85639,460483,"Govt",48,8,10,"Vermont","SUV",2,"0"
2959,46053,323070,"Govt",51,4,14,"Rhode Island","Pickup",3,"0"
2969,63635,473858,"Govt",48,3,15,"Maine","SUV",2,"0"
2973,133659,569331,"Other",61,3,20,"New Hampshire","SUV",1,"0"
2976,121232,463737,"Finance",51,7,19,"Maine","Sedan",3,"0"
2984,135762,564142,"Services",48,6,16,"Quebec","Sedan",1,"1"
2988,85014,422140,"Education",57,5,12,"Connecticut","LuxurySedan",3,"0"
3011,97827,536740,"Finance",49,1,49,"US_Other","SUV",2,"0"
3015,110393,549115,"Finance",49,4,11,"Maine","LuxurySedan",3,"0"
3016,130479,554554,"Services",57,4,17,"New Hampshire","LuxurySedan",0,"1"
3033,56969,370044,"Govt",48,5,10,"Maine","Sedan",3,"0"
3043,90244,428922,"Education",50,2,12,"Maine","SUV",3,"0"
3047,98987,442697,"Tech",51,6,10,"New Hampshire","Compact/Hybrid",2,"0"
3057,132891,475171,"Finance",48,3,11,"New Hampshire","SUV",2,"1"
3064,100598,517034,"Govt",55,2,21,"New Hampshire","LuxurySedan",3,"0"
3065,70399,458571,"Education",52,5,13,"Maine","LuxurySedan",3,"0"
3092,62763,492826,"Govt",54,3,10,"Vermont","LuxurySedan",3,"0"
3101,120485,497533,"Tech",57,3,14,"Maine","Sedan",3,"0"
3104,116352,393814,"Finance",56,4,7,"US_Other","LuxurySedan",2,"0"
3111,50451,373242,"Education",51,3,14,"Maine","SUV",3,"1"
3128,101871,346355,"Finance",51,5,18,"Ontario","Compact/Hybrid",3,"0"
3137,116353,535809,"Finance",49,6,11,"Rhode Island","SUV",0,"0"
3151,89810,502478,"Services",50,5,23,"New Hampshire","Pickup",3,"0"
3158,62278,375891,"Govt",52,2,14,"Maine","LuxurySedan",3,"0"
3171,40594,422810,"Education",56,2,19,"Vermont","Sedan",2,"0"
3174,113641,526089,"Tech",50,5,9,"US_Other","LuxurySedan",3,"0"
3203,95479,386354,"Finance",48,4,20,"Maine","SUV",2,"1"
3211,74008,571056,"Govt",54,3,10,"Maine","Sedan",3,"0"
3217,111212,503536,"Finance",49,10,7,"Maine","Sedan",3,"0"
3249,141639,532701,"Tech",48,5,18,"Quebec","Sedan",3,"0"
3254,113200,502849,"Tech",48,5,8,"Maine","Compact/Hybrid",2,"0"
3294,158586,576763,"Finance",53,7,11,"Maine","Compact/Hybrid",3,"0"
3299,204057,687695,"Finance",48,4,15,"Maine","SUV",2,"0"
3323,65289,432970,"Services",48,4,12,"Vermont","SUV",3,"0"
3334,82839,427556,"Services",49,5,14,"Massachusetts","SUV",0,"0"
3342,124467,457953,"Tech",48,5,15,"Ontario","Compact/Hybrid",1,"0"
3371,43397,406207,"Education",48,3,14,"Rhode Island","SUV",1,"0"
3380,113859,399375,"Tech",51,4,22,"Can_Other","Pickup",3,"0"
3386,91354,406421,"Tech",48,5,14,"US_Other","LuxurySedan",3,"0"
3390,114551,577895,"Education",53,6,14,"Quebec","LuxurySedan",1,"0"
3391,56040,416573,"Govt",50,4,5,"New York","Sedan",1,"0"
3404,116688,363021,"Finance",52,6,16,"Connecticut","SUV",3,"0"
3406,88223,547432,"Services",53,3,13,"Maine","SUV",3,"0"
3413,112559,454659,"Finance",48,2,9,"Maine","Compact/Hybrid",3,"0"
3418,45531,347484,"Govt",51,4,7,"Maine","LuxurySedan",1,"0"
3444,78906,447856,"Education",48,6,12,"Maine","SUV",3,"1"
3446,61402,408421,"Govt",51,3,16,"Maine","SUV",3,"0"
3456,116419,457505,"Finance",57,8,16,"Vermont","SUV",3,"0"
3467,74694,485161,"Govt",49,1,49,"New Hampshire","SUV",2,"0"
3475,78915,285513,"Services",54,1,54,"Maine","LuxurySedan",1,"1"
3482,90798,461577,"Govt",48,4,10,"Connecticut","SUV",0,"0"
3497,100463,519202,"Govt",50,3,13,"Massachusetts","LuxurySedan",1,"0"
3511,118976,495981,"Finance",49,3,8,"Massachusetts","SUV",2,"0"
3513,133188,645473,"Govt",51,6,14,"New Hampshire","SUV",3,"0"
3516,86666,407049,"Education",57,6,14,"Maine","SUV",3,"0"
3529,84259,452019,"Finance",52,4,15,"Can_Other","Compact/Hybrid",2,"0"
3539,73316,446247,"Education",50,3,14,"Maine","SUV",2,"0"
3546,60650,428417,"Govt",49,7,15,"New York","SUV",2,"0"
3553,120090,449599,"Finance",51,5,12,"Massachusetts","Compact/Hybrid",0,"0"
3587,138793,514480,"Tech",57,4,13,"New Hampshire","LuxurySedan",2,"0"
3589,97715,527845,"Education",48,4,14,"Maine","LuxurySedan",1,"0"
3590,125764,500634,"Tech",51,7,8,"Vermont","LuxurySedan",1,"0"
3595,112157,490308,"Tech",50,5,5,"Maine","SUV",3,"1"
3597,98266,516373,"Govt",49,4,16,"New Hampshire","LuxurySedan",0,"0"
3603,27584,376322,"Education",49,4,14,"New Hampshire","SUV",1,"0"
3618,125659,452066,"Tech",50,6,16,"Maine","Sedan",3,"0"
3621,143368,492339,"Tech",51,5,14,"New Hampshire","SUV",3,"0"
3628,87569,529017,"Govt",50,4,14,"Maine","",2,"0"
3634,43369,394549,"Education",51,3,22,"Maine","SUV",1,"0"
3638,140780,417953,"Finance",53,1,53,"Ontario","LuxurySedan",3,"0"
3651,86061,431852,"Services",51,7,15,"Maine","Sedan",2,"0"
3656,115119,420986,"Tech",52,1,52,"Maine","LuxurySedan",3,"0"
3661,122236,470571,"Manufacturing",48,6,13,"Maine","Pickup",3,"0"
3674,105914,527188,"Finance",52,3,14,"Maine","LuxurySedan",3,"0"
3679,112283,405332,"Finance",48,4,16,"Ontario","LuxurySedan",3,"0"
3686,122379,446792,"Finance",51,3,15,"Maine","LuxurySedan",3,"0"
3692,78907,569209,"Govt",51,5,16,"Vermont","SUV",3,"0"
3696,74227,363553,"Education",51,2,19,"New Hampshire","LuxurySedan",1,"0"
3698,119640,456572,"Finance",49,3,14,"New York","Compact/Hybrid",2,"0"
3700,94650,433400,"Tech",49,5,8,"US_Other","LuxurySedan",2,"0"
3712,104073,499656,"Manufacturing",57,3,20,"Maine","Pickup",2,"0"
3717,123903,526174,"Finance",52,6,18,"Maine","SUV",1,"0"
3720,74863,539237,"Services",56,5,14,"Maine","Pickup",3,"1"
3729,95238,347291,"Finance",57,6,10,"Ontario","LuxurySedan",2,"0"
3731,110430,535491,"Govt",53,1,53,"Connecticut","LuxurySedan",3,"0"
3734,97600,450995,"Education",49,5,13,"Maine","LuxurySedan",3,"0"
3743,64199,451016,"Services",48,6,14,"Maine","LuxurySedan",3,"0"
3761,71788,378835,"Education",50,6,15,"Maine","LuxurySedan",2,"0"
3768,58530,440059,"Education",51,5,15,"New Hampshire","SUV",3,"0"
3769,67853,470084,"Govt",49,4,14,"Maine","Compact/Hybrid",2,"0"
3772,121135,495634,"Finance",54,5,15,"Maine","Sedan",2,"0"
3773,83203,413038,"Education",48,7,11,"Maine","Compact/Hybrid",2,"0"
3782,83484,506567,"Govt",50,6,16,"New Hampshire","SUV",3,"0"
3784,107208,449395,"Services",50,4,20,"New Hampshire","SUV",3,"0"
3788,163380,551370,"Finance",55,5,6,"Vermont","Compact/Hybrid",3,"0"
3795,52095,445573,"Education",49,6,18,"Vermont","LuxurySedan",2,"0"
3807,135963,541146,"Tech",48,6,11,"Maine","LuxurySedan",1,"0"
3833,114487,428798,"Finance",48,7,14,"Maine","",2,"1"
3834,62893,333326,"Services",48,5,8,"New Hampshire","LuxurySedan",2,"0"
3838,79807,410892,"Services",57,8,12,"Vermont","Pickup",3,"0"
3841,168220,536935,"Tech",50,6,11,"New York","SUV",2,"0"
3852,88797,455034,"Services",48,3,12,"New York","Sedan",3,"0"
3864,106796,415851,"Tech",49,4,8,"US_Other","LuxurySedan",3,"0"
3872,141278,550969,"Finance",48,4,18,"US_Other","SUV",3,"0"
3875,105302,523757,"Finance",49,5,19,"Ontario","SUV",2,"0"
3891,137156,495567,"Finance",48,4,7,"Massachusetts","SUV",3,"0"
3893,90182,523254,"Education",53,2,16,"Maine","",2,"0"
3900,90696,492521,"Other",53,5,15,"Rhode Island","Compact/Hybrid",2,"0"
3902,100786,456499,"Education",55,5,14,"Quebec","Sedan",2,"0"
3906,92386,520712,"Govt",54,4,14,"Maine","SUV",3,"0"
3912,112700,602259,"Education",52,8,15,"Maine","Compact/Hybrid",2,"0"
3916,121665,467662,"Tech",48,4,10,"Maine","SUV",3,"0"
3924,94687,330672,"Tech",52,5,9,"New York","Sedan",3,"0"
3926,81558,381557,"Education",50,5,16,"New Hampshire","SUV",2,"0"
3929,63740,432312,"Govt",50,6,12,"Vermont","SUV",3,"0"
3945,156353,604225,"Finance",48,6,16,"Maine","SUV",2,"1"
3949,100564,476346,"Tech",50,4,19,"Maine","Pickup",3,"0"
3961,85261,456048,"Govt",48,4,13,"Maine","Pickup",2,"0"
3976,72524,490732,"Services",48,3,15,"Maine","LuxurySedan",2,"0"
3978,84101,364110,"Finance",50,7,17,"Maine","SUV",2,"1"
3988,101999,574107,"Govt",48,7,11,"Maine","Sedan",2,"0"
4003,131343,562087,"Finance",49,5,15,"New Hampshire","SUV",3,"0"
4024,115308,521976,"Govt",48,2,14,"Maine","SUV",3,"0"
4035,68312,519995,"Govt",51,6,8,"New York","LuxurySedan",2,"0"
4065,53840,302258,"Education",52,1,52,"New Hampshire","Pickup",3,"0"
4066,51872,510684,"Govt",51,6,10,"Ontario","LuxurySedan",3,"0"
4073,110211,467213,"Services",49,9,8,"Maine","Sedan",2,"1"
4090,75804,468693,"Services",54,5,15,"Quebec","LuxurySedan",2,"0"
4093,94984,525980,"Finance",52,1,52,"New Hampshire","SUV",3,"1"
4095,109019,621155,"Services",48,4,21,"Maine","Pickup",3,"0"
4103,115659,561755,"Govt",49,5,11,"Maine","Compact/Hybrid",3,"0"
4137,98949,455124,"Govt",50,4,15,"Maine","Sedan",3,"0"
4140,43358,410665,"Govt",52,5,9,"Maine","LuxurySedan",2,"1"
4158,99132,477233,"Finance",57,4,16,"Vermont","LuxurySedan",3,"0"
4166,135534,516799,"Finance",50,7,7,"Vermont","Compact/Hybrid",3,"0"
4169,71263,417574,"Govt",48,2,6,"Ontario","Pickup",2,"0"
4171,127344,493916,"Finance",49,6,17,"Maine","LuxurySedan",3,"0"
4173,151413,539042,"Manufacturing",52,3,19,"Maine","SUV",3,"0"
4174,93926,542628,"Education",50,4,12,"Maine","SUV",3,"0"
4184,59767,426562,"Govt",50,3,3,"Massachusetts","",2,"1"
4187,57136,408644,"Education",50,4,15,"Can_Other","SUV",3,"0"
4199,83433,465379,"Govt",51,5,17,"Maine","LuxurySedan",2,"0"
4200,52465,371815,"Services",49,3,13,"Vermont","Sedan",1,"0"
4203,145287,460374,"Tech",53,6,16,"Maine","Pickup",3,"0"
4204,91174,364949,"Services",48,3,15,"Ontario","",3,"0"
4205,87677,420845,"Govt",51,5,17,"Rhode Island","SUV",3,"0"
4207,71858,430557,"Services",52,2,17,"New Hampshire","LuxurySedan",2,"0"
4214,65761,409058,"Education",49,5,12,"Maine","SUV",3,"0"
4221,107920,470053,"Education",52,4,15,"Rhode Island","LuxurySedan",3,"1"
4226,58005,450387,"Education",48,7,21,"US_Other","LuxurySedan",3,"0"
4231,79241,454521,"Govt",48,4,14,"Maine","SUV",2,"0"
4235,99608,506392,"Govt",54,3,15,"Maine","SUV",2,"0"
4241,147968,479177,"Finance",50,5,8,"New Hampshire","SUV",3,"0"
4256,143771,563815,"Finance",50,2,19,"Quebec","Sedan",3,"0"
4259,107959,489533,"Govt",48,5,12,"Maine","LuxurySedan",2,"0"
4269,49420,448207,"Govt",50,3,11,"Vermont","SUV",3,"0"
4287,77822,410990,"Manufacturing",53,7,16,"New Hampshire","SUV",3,"0"
4289,66331,402230,"Govt",50,4,14,"Maine","",3,"1"
4311,146202,540683,"Tech",54,6,21,"Maine","SUV",2,"0"
4314,94159,467792,"Services",52,5,14,"New Hampshire","LuxurySedan",3,"0"
4321,37554,372091,"Govt",50,5,13,"Maine","SUV",2,"0"
4322,37039,348240,"Other",48,8,12,"New York","SUV",3,"0"
4326,154119,561104,"Other",49,4,15,"Massachusetts","Compact/Hybrid",2,"0"
4339,61126,372990,"Finance",55,4,17,"Maine","Pickup",2,"0"
4341,47526,459518,"Govt",50,4,7,"Quebec","Sedan",1,"0"
4346,120004,458689,"Services",54,3,17,"Ontario","Sedan",3,"1"
4357,108144,483921,"Services",51,6,16,"Maine","Sedan",3,"0"
4358,108223,354635,"Finance",52,5,17,"Massachusetts","Compact/Hybrid",1,"0"
4364,107297,570993,"Tech",49,8,12,"Maine","Pickup",3,"0"
4368,69908,358547,"Govt",54,4,17,"Vermont","SUV",3,"0"
4369,88546,554760,"Govt",53,2,15,"New Hampshire","SUV",3,"0"
4373,124165,509723,"Govt",48,5,12,"Maine","LuxurySedan",3,"1"
4376,78019,403795,"Govt",49,5,12,"New York","SUV",3,"0"
4382,77663,447235,"Govt",48,1,48,"Maine","LuxurySedan",3,"0"
4387,79169,427302,"Manufacturing",57,2,15,"New Hampshire","Sedan",2,"0"
4393,76205,475954,"Govt",49,2,4,"Maine","LuxurySedan",3,"0"
4408,117562,489996,"Tech",51,3,10,"Rhode Island","Sedan",2,"0"
4415,92304,469311,"Manufacturing",50,3,18,"Maine","Compact/Hybrid",3,"0"
4427,78220,478802,"Govt",48,2,15,"Maine","Pickup",0,"0"
4437,111479,458767,"Tech",49,6,10,"Maine","SUV",2,"0"
4446,155917,569514,"Finance",49,6,14,"Vermont","SUV",2,"0"
4447,96241,557488,"Services",59,7,18,"New Hampshire","LuxurySedan",2,"0"
4449,106682,466276,"Education",48,6,12,"Maine","SUV",3,"0"
4457,131959,436726,"Finance",48,7,14,"Maine","SUV",3,"0"
4469,123720,588050,"Finance",49,8,17,"Maine","LuxurySedan",3,"0"
4487,127738,576531,"Services",48,7,10,"Vermont","SUV",1,"0"
4495,123581,504004,"Tech",51,1,51,"Maine","",3,"0"
4502,122641,465067,"Finance",58,5,7,"Maine","SUV",2,"1"
4504,103433,427602,"Tech",48,2,14,"Maine","Compact/Hybrid",3,"0"
4513,59830,367469,"Education",51,6,16,"Maine","SUV",2,"0"
4514,109672,618473,"Education",52,2,13,"Quebec","LuxurySedan",2,"1"
4523,108249,502833,"Finance",57,6,11,"New Hampshire","Sedan",3,"0"
4539,103259,436398,"Tech",51,4,16,"Maine","SUV",3,"0"
4540,80169,528707,"Manufacturing",55,2,13,"Connecticut","Pickup",3,"0"
4570,65421,409244,"Tech",55,4,11,"Massachusetts","LuxurySedan",1,"0"
4577,96103,557427,"Education",52,9,16,"Maine","LuxurySedan",2,"0"
4579,107649,473264,"Other",56,2,15,"Vermont","SUV",3,"0"
4592,119133,472556,"Finance",48,3,6,"Maine","LuxurySedan",2,"0"
4598,100496,464471,"Education",48,5,12,"Maine","SUV",2,"0"
4613,115494,517227,"Tech",48,2,10,"Quebec","",1,"0"
4616,48359,425030,"Education",53,6,15,"Connecticut","SUV",2,"0"
4629,93671,462576,"Education",48,5,14,"Quebec","Pickup",3,"0"
4630,56728,334467,"Services",55,2,17,"Vermont","SUV",2,"0"
4634,72235,371076,"Education",52,5,13,"Quebec","Compact/Hybrid",3,"0"
4635,125012,491456,"Finance",51,2,13,"New Hampshire","SUV",2,"1"
4637,57195,484815,"Govt",51,3,12,"New Hampshire","LuxurySedan",3,"0"
4644,90108,523892,"Education",50,5,14,"Vermont","Sedan",3,"0"
4654,108978,428550,"Services",48,3,13,"New Hampshire","LuxurySedan",3,"0"
4657,74991,397238,"Education",52,6,15,"New Hampshire","SUV",3,"0"
4673,139508,476000,"Tech",51,5,9,"Vermont","Pickup",3,"0"
4680,66238,433742,"Govt",49,5,24,"New Hampshire","SUV",0,"1"
4684,113709,544455,"Education",51,3,16,"Rhode Island","SUV",1,"0"
4692,96472,435098,"Tech",49,4,11,"Maine","LuxurySedan",3,"0"
4718,92399,514452,"Services",56,4,18,"New Hampshire","LuxurySedan",3,"0"
4721,89044,477404,"Services",53,5,13,"New York","SUV",2,"0"
4728,56594,427904,"Manufacturing",50,3,17,"Vermont","Compact/Hybrid",2,"0"
4744,89480,359093,"Finance",48,3,13,"Connecticut","LuxurySedan",2,"0"
4746,133664,508524,"Govt",52,6,11,"Maine","SUV",3,"0"
4748,78650,350957,"Tech",50,3,9,"Maine","LuxurySedan",3,"0"
4749,86968,411677,"Services",48,5,13,"Maine","Pickup",3,"0"
4750,99217,447710,"Govt",51,3,10,"Maine","Pickup",3,"0"
4755,100885,513718,"Services",48,6,13,"Maine","Sedan",3,"0"
4756,81205,448851,"Govt",51,5,10,"Maine","LuxurySedan",1,"0"
4780,94458,475739,"Tech",48,4,12,"New York","LuxurySedan",0,"0"
4798,43932,321601,"Other",66,6,23,"New Hampshire","",2,"0"
4811,108268,440641,"Finance",50,4,15,"Maine","SUV",2,"0"
4831,67909,400767,"Manufacturing",48,4,13,"US_Other","Pickup",1,"1"
4841,137529,557204,"Tech",52,6,18,"New York","SUV",3,"1"
4873,132070,496645,"Tech",52,4,18,"Maine","Pickup",2,"1"
4877,81777,413752,"Govt",49,6,13,"Ontario","LuxurySedan",3,"0"
4884,109672,639821,"Education",55,5,14,"Maine","LuxurySedan",2,"0"
4885,110075,462972,"Finance",51,5,9,"New York","LuxurySedan",3,"0"
4893,88024,365795,"Services",53,6,16,"Maine","Sedan",2,"1"
4903,72532,508121,"Govt",51,3,17,"Massachusetts","SUV",3,"0"
4923,78762,462791,"Govt",52,5,14,"US_Other","SUV",3,"1"
4927,107545,476519,"Govt",57,3,17,"Maine","Pickup",2,"0"
4928,74725,476184,"Govt",50,6,8,"New Hampshire","LuxurySedan",2,"0"
4929,77100,396139,"Education",48,3,20,"Vermont","",0,"1"
4938,93933,387650,"Finance",51,4,10,"Vermont","SUV",3,"0"
4942,98693,474234,"Govt",49,5,11,"Ontario","SUV",1,"1"
4969,71100,433674,"Govt",48,2,10,"Vermont","Sedan",3,"0"
4970,86672,497983,"Services",51,6,15,"Maine","Sedan",2,"0"
5006,113160,525321,"Manufacturing",51,5,15,"Ontario","Sedan",3,"1"
5007,108361,488892,"Finance",49,5,10,"Maine","LuxurySedan",1,"0"
5021,72006,402909,"Services",48,2,13,"Maine","Pickup",1,"0"
5026,82696,551673,"Manufacturing",48,9,15,"New Hampshire","Sedan",0,"0"
5042,57773,434065,"Finance",50,3,7,"Massachusetts","LuxurySedan",3,"0"
5046,126493,522223,"Govt",51,6,15,"Rhode Island","Sedan",1,"0"
5047,63676,364968,"Education",49,6,20,"Maine","SUV",3,"0"
5103,105554,562526,"Govt",48,5,13,"Maine","LuxurySedan",0,"0"
5104,88451,453590,"Govt",50,4,11,"Quebec","Sedan",3,"0"
5134,150035,495619,"Finance",54,5,19,"Maine","Compact/Hybrid",1,"0"
5136,130093,463573,"Finance",48,3,16,"Maine","Sedan",2,"0"
5141,79113,414023,"Finance",48,5,14,"New Hampshire","SUV",3,"0"
5150,73206,536603,"Govt",48,4,9,"Maine","LuxurySedan",3,"0"
5159,126654,543328,"Tech",53,4,14,"Ontario","SUV",3,"0"
5162,128176,357476,"Tech",50,4,16,"New Hampshire","SUV",1,"0"
5163,157015,555205,"Tech",50,6,18,"New Hampshire","SUV",3,"0"
5179,139103,359287,"Finance",49,7,14,"Massachusetts","Pickup",2,"0"
5186,99473,477337,"Finance",48,4,8,"Maine","Compact/Hybrid",1,"0"
5187,83479,534485,"Govt",58,4,14,"US_Other","SUV",2,"0"
5188,100033,459994,"Tech",50,12,12,"Rhode Island","SUV",3,"0"
5194,28169,254307,"Services",58,6,15,"Vermont","Sedan",3,"0"
5212,116568,549658,"Govt",50,6,20,"Vermont","SUV",2,"0"
5226,116932,449249,"Services",51,5,14,"Maine","Pickup",2,"0"
5228,123618,508095,"Tech",52,3,14,"New Hampshire","Compact/Hybrid",2,"0"
5230,87816,457689,"Govt",49,5,8,"Quebec","SUV",2,"0"
5238,48211,363918,"Govt",50,2,14,"Maine","SUV",3,"0"
5239,63667,480836,"Govt",49,6,20,"Vermont","Sedan",1,"0"
5242,48392,346886,"Education",56,5,17,"Vermont","SUV",3,"0"
5258,88057,457437,"Education",49,6,14,"New Hampshire","SUV",3,"0"
5267,92512,384441,"Finance",52,5,9,"Vermont","Pickup",3,"0"
5271,120512,579588,"Services",50,4,16,"US_Other","SUV",3,"0"
5272,164198,472165,"Finance",52,4,8,"Vermont","SUV",3,"1"
5280,171354,607017,"Tech",50,1,50,"Maine","Pickup",2,"0"
5292,99328,515843,"Finance",52,7,8,"Vermont","SUV",2,"0"
5293,61043,424930,"Education",49,3,21,"Maine","Sedan",3,"0"
5294,147448,548701,"Finance",49,5,16,"Maine","LuxurySedan",0,"1"
5302,117545,516691,"Finance",49,4,15,"New York","Pickup",2,"0"
5306,139228,475641,"Finance",49,5,18,"Maine","SUV",2,"0"
5323,72119,461061,"Education",49,4,12,"Maine","SUV",2,"0"
5328,68202,493071,"Govt",51,4,16,"Rhode Island","SUV",1,"0"
5329,159668,583913,"Tech",48,3,17,"Maine","SUV",2,"0"
5337,128250,420683,"Manufacturing",54,1,54,"Maine","SUV",0,"0"
5346,140592,583089,"Tech",49,4,12,"New York","LuxurySedan",2,"0"
5371,94802,405303,"Finance",50,6,8,"Maine","Sedan",2,"0"
5376,92732,577585,"Education",48,4,17,"Maine","SUV",3,"0"
5392,54610,390010,"Govt",53,4,17,"Maine","LuxurySedan",1,"0"
5397,54762,366602,"Education",49,6,17,"US_Other","Pickup",1,"0"
5401,111674,473463,"Tech",55,4,18,"Maine","",2,"0"
5411,73158,391496,"Education",53,4,13,"Rhode Island","SUV",1,"0"
5413,102633,350063,"Finance",53,2,9,"Maine","SUV",0,"0"
5429,77947,437225,"Services",48,3,18,"New Hampshire","Compact/Hybrid",3,"0"
5431,100324,454468,"Tech",48,2,13,"Maine","SUV",3,"0"
5436,30774,276816,"Manufacturing",54,1,54,"Ontario","Pickup",3,"0"
5440,72664,484087,"Govt",48,4,19,"Maine","SUV",3,"0"
5447,98120,358360,"Finance",49,3,12,"New Hampshire","Pickup",3,"0"
5450,125101,606228,"Tech",49,5,10,"New Hampshire","LuxurySedan",3,"0"
5451,119257,427849,"Manufacturing",57,1,57,"Quebec","",3,"1"
5453,113005,652929,"Govt",48,5,15,"Maine","Compact/Hybrid",0,"0"
5454,71737,430471,"Finance",49,6,9,"Maine","SUV",3,"0"
5455,66005,432253,"Govt",48,6,17,"Maine","SUV",1,"0"
5459,57306,469580,"Govt",52,6,12,"New York","SUV",3,"0"
5465,126670,651392,"Education",55,6,16,"New Hampshire","LuxurySedan",2,"0"
5468,132413,409276,"Finance",49,3,19,"Vermont","SUV",3,"0"
5474,92099,500663,"Govt",51,5,16,"Maine","Pickup",3,"0"
5484,111772,431721,"Finance",53,1,53,"Maine","SUV",2,"0"
5486,94960,468439,"Tech",52,5,6,"Vermont","LuxurySedan",2,"0"
5490,79830,406676,"Education",50,4,10,"Massachusetts","Sedan",3,"0"
5494,170716,595480,"Finance",49,4,7,"Ontario","LuxurySedan",2,"0"
5497,64169,377105,"Govt",49,5,10,"Maine","SUV",2,"0"
5506,74048,333310,"Govt",51,4,17,"New Hampshire","SUV",3,"0"
5516,96453,549337,"Govt",50,3,15,"US_Other","Compact/Hybrid",2,"0"
5519,140464,681474,"Services",56,4,14,"Maine","SUV",0,"0"
5524,105754,648367,"Education",50,5,14,"New Hampshire","Sedan",2,"0"
